Decay (d)	T_eff	L/C amp (mag)
48.222449	4347	0.023775
13.433715	5996	0.001990
180.632076	5057	0.015387
61.187218	4911	0.003187
109.482815	4684	0.010924
69.788603	5698	0.015261
80.708876	5179	0.010862
44.089291	5533	0.003957
81.890153	4789	0.010537
16.547804	5979	0.000632
28.834985	5025	0.002316
6.968848	6053	0.000522
80.909611	5775	0.014351
158.758696	5131	0.013829
73.205660	5192	0.011396
73.989408	5023	0.008249
16.952718	6022	0.002429
15.497714	6213	0.001756
116.685655	5514	0.007842
41.109329	5987	0.000218
21.774767	5827	0.002992
162.047456	4762	0.012729
32.073873	6062	0.000677
95.664895	5560	0.015302
74.713182	5197	0.008087
120.973632	5057	0.011875
31.140570	5585	0.003951
8.622670	5673	0.001154
59.528229	5852	0.004393
79.141578	5129	0.038885
77.864372	6124	0.007655
59.167952	4316	0.003234
102.951587	5991	0.008411
115.486555	5627	0.013837
120.863903	5403	0.013933
16.132096	6171	0.002236
125.245845	5842	0.017690
52.515748	4030	0.028686
54.703515	6248	0.000626
39.300064	5729	0.005371
151.562982	4313	0.014756
40.510159	4285	0.014624
41.499305	6136	0.000451
37.435430	4934	0.007109
120.213902	4343	0.009326
22.806126	5801	0.002979
77.923125	5203	0.012944
13.457168	6114	0.001370
190.551300	5251	0.013283
60.479167	5275	0.009753
60.442039	5484	0.009725
27.622921	5257	0.007831
113.617626	5326	0.016341
12.471580	6107	0.001182
99.504217	5544	0.015451
56.721490	4787	0.002590
19.586766	6209	0.001625
43.513862	5710	0.010697
85.922866	5971	0.013055
93.251960	5424	0.007890
110.694460	5421	0.010420
19.979170	4529	0.005440
18.780238	6062	0.001213
73.927902	3851	0.017434
113.870335	4881	0.012279
49.907252	6193	0.000436
56.933914	5547	0.012641
83.937466	5496	0.012787
63.187206	5720	0.007708
78.940368	5336	0.006102
150.584608	5333	0.010980
757.720472	6172	0.000434
24.703452	5342	0.009521
80.042604	5344	0.012157
245.941473	5030	0.015825
1612.399744	5850	0.007315
125.714964	5243	0.016855
105.811938	6090	0.010170
65.153895	5989	0.007447
139.097054	4769	0.012856
37.765239	5553	0.008193
31.064218	5741	0.007648
46.733676	5218	0.010366
72.195134	5742	0.011774
137.080600	5532	0.015239
74.292375	5770	0.014074
259.699827	4466	0.009040
114.690822	4781	0.011863
41.678787	5527	0.006334
48.779492	5331	0.006849
86.889628	5174	0.007848
109.240952	4932	0.008035
78.517473	6375	0.000340
211.852323	5961	0.011966
196.590036	5044	0.014655
19.983303	6076	0.000456
13.957841	6051	0.001485
109.935689	5642	0.008651
56.354884	5028	0.005009
23.748134	5752	0.000650
98.758643	4886	0.009330
21.344416	5683	0.005894
51.676283	5290	0.011225
110.206524	5117	0.011277
33.255408	5178	0.007861
47.774525	5851	0.009061
146.916289	4429	0.009088
21.084100	5948	0.004334
12.969801	6186	0.000777
9.396836	5857	0.000845
327.948610	4856	0.020167
20.255987	5337	0.003597
52.776095	5344	0.009752
51.469684	5449	0.005385
21.148764	5798	0.000546
12.162691	5632	0.001567
10.124548	5070	0.003043
113.639479	4976	0.013416
105.817140	5965	0.017874
70.762877	5214	0.010541
76.632460	5645	0.013010
38.703113	4123	0.019855
25.679275	6142	0.000496
42.266621	5096	0.002356
164.953446	5335	0.016776
138.728839	4995	0.009890
31.982955	5905	0.004620
34.940468	6056	0.001025
102.568917	5668	0.012962
148.696213	4407	0.018948
7.061071	5998	0.000514
201.319663	5266	0.017918
83.726791	5318	0.010549
92.147812	4853	0.005772
14.734944	5716	0.001454
151.083661	4873	0.014514
183.584780	4843	0.011918
33.757080	5453	0.008281
70.883386	5803	0.001223
49.280099	4841	0.010202
105.212927	5791	0.012804
57.426457	5232	0.005173
65.942312	5715	0.003347
87.012654	5674	0.010604
13.621623	6048	0.003546
37.747532	5415	0.008084
48.221524	4754	0.007002
51.360860	5286	0.006484
56.251597	5632	0.001554
59.591354	6315	0.000410
129.823240	5528	0.009309
93.572484	4113	0.013611
532.321793	4623	0.018903
27.172935	5975	0.006457
63.813923	5423	0.016375
77.471516	4604	0.010153
84.771973	5960	0.009377
83.478469	5106	0.006905
38.017404	6129	0.000518
39.530119	6082	0.000239
135.256714	4692	0.012904
18.933316	6088	0.001422
4893.007061	6138	0.000830
254.856944	4187	0.012314
131.655756	4789	0.011744
176.213192	5398	0.016440
58.852130	5541	0.008996
40.750552	5449	0.002187
53.552747	5589	0.009455
117.526783	5559	0.012659
52.313105	5615	0.009563
63.908772	5504	0.007327
42.630696	6216	0.002663
11.991144	5969	0.001334
59.652862	5446	0.008656
19.153477	6158	0.000796
33.872347	5094	0.010076
9.772601	6133	0.000501
57.237331	5078	0.006963
51.679695	5998	0.009664
45.171606	5976	0.007093
119.089692	4891	0.011784
106.741331	5996	0.009473
112.496758	5011	0.006098
65.356476	4337	0.007828
161.698614	4347	0.008421
8.969837	5854	0.000560
28.165729	5171	0.006150
72.576883	5696	0.010166
75.447142	5775	0.004622
119.694502	4616	0.011227
34.401845	5711	0.008402
319.137435	5113	0.019123
197.659754	5866	0.001183
384.548471	5062	0.016259
233.036033	4656	0.018892
63.548934	5595	0.002064
93.195235	5296	0.011378
49.892503	5658	0.010258
69.008693	5859	0.013617
76.205182	5465	0.013543
52.020245	5322	0.009359
33.585566	6033	0.003379
8.618316	5633	0.001319
8.020903	6098	0.000922
39.123411	4720	0.005944
27.018593	5871	0.003110
21.204171	5785	0.001790
20.229673	5882	0.002546
86.857880	4637	0.008807
66.517164	5935	0.006092
71.658840	4676	0.005881
91.115061	5188	0.013260
64.826660	4450	0.006987
12.408181	6189	0.000433
233.875501	5080	0.020433
80.313532	5727	0.013453
35.893396	4261	0.011619
26.139340	6233	0.001031
25.076508	5824	0.002452
195.735701	4316	0.017281
88.585085	4708	0.011226
28.740553	5864	0.003061
153.806209	5526	0.012025
184.243051	5337	0.012080
88.224878	5732	0.012581
76.525022	4764	0.007789
45.139604	5315	0.006013
43.182591	6003	0.004696
22.402201	5945	0.003761
70.040852	5439	0.004381
71.557752	5500	0.010815
64.625029	5389	0.008205
83.437074	5335	0.008038
164.378642	5618	0.015775
71.290771	4240	0.008562
144.792557	5664	0.014927
85.559902	5756	0.012193
80.709267	5733	0.007605
83.916640	4968	0.010922
70.203414	5110	0.013984
65.602720	4934	0.002418
25.178610	5999	0.001830
45.467877	5356	0.011075
162.578243	5738	0.001564
89.564476	5307	0.007040
27.195010	5974	0.003376
91.812616	5934	0.003653
53.317669	5790	0.003713
33.619645	5851	0.005391
133.017735	5845	0.011614
65.628998	5185	0.012750
120.391961	5114	0.011765
44.049721	5038	0.008289
151.782111	4360	0.009759
107.773040	4340	0.009867
34.940008	5576	0.002315
93.602844	4358	0.006634
77.358097	5272	0.008724
107.411801	5913	0.010140
49.113607	5397	0.019019
64.769559	5664	0.006745
64.791414	5624	0.005403
15.409968	6027	0.001839
195.840913	5419	0.001796
69.756456	5865	0.007372
71.348326	5455	0.012768
32.701482	4646	0.025173
59.571872	4882	0.008896
150.957941	6245	0.005404
162.465898	5683	0.021258
29.744765	6089	0.004085
24.548058	5588	0.000454
44.389579	5329	0.006925
170.740763	4607	0.009978
85.651587	5500	0.014983
7.245145	6005	0.001232
24.800827	5624	0.002683
59.853147	5204	0.006741
13.688648	6110	0.000604
213.279999	4738	0.012187
6.967001	6237	0.000647
163.632141	5435	0.012791
42.638716	5114	0.006441
44.258359	5780	0.012226
55.188391	5175	0.009813
75.380938	5316	0.004211
78.389875	5751	0.005298
256.101532	5138	0.011119
18.887493	6195	0.003075
96.862555	5720	0.004319
123.175673	5338	0.006982
107.916627	5326	0.014381
83.278743	5316	0.012644
68.557531	3953	0.017482
52.090621	5776	0.001418
20.899689	5582	0.004921
11.406497	6359	0.001049
51.029908	4948	0.011174
105.147839	5544	0.016705
19.028738	5211	0.004605
89.345043	5581	0.018070
18.619319	6225	0.000615
33.295991	6110	0.000644
362.211320	6205	0.000819
133.822707	4968	0.012642
106.390387	4607	0.010895
34.413655	5886	0.000637
17.626840	6073	0.002435
93.238193	4844	0.006469
62.223246	4788	0.008513
17.510747	5945	0.001955
34.016800	5996	0.002687
35.443160	4963	0.004935
74.357547	6065	0.007976
173.430667	4938	0.005803
34.458146	5415	0.004293
21.072725	5980	0.000436
21.301766	5935	0.005155
86.238033	5789	0.012148
121.779506	4884	0.001561
79.004662	6380	0.001041
25.261797	5357	0.007415
67.169089	4990	0.010830
16.431445	6119	0.000974
14.688231	5675	0.003282
279.235196	5070	0.015667
61.914715	5848	0.002530
125.251732	5101	0.011743
112.590071	5536	0.006045
139.519953	5382	0.016469
77.940993	6159	0.003814
41.559319	5493	0.014261
84.169025	4893	0.013675
48.125047	5465	0.007444
74.995586	5565	0.016985
37.441349	5824	0.013443
37.584240	5325	0.004217
59.169396	4162	0.006695
31.590791	5169	0.004644
43.280155	5102	0.006401
32.549918	4785	0.007313
25.067374	6068	0.003659
43.715662	5025	0.005467
35.769702	5308	0.011444
122.858586	4297	0.007545
48.315258	5536	0.000660
112.004293	5103	0.013691
96.883954	5483	0.014333
126.650193	4583	0.010275
113.667732	6031	0.009312
158.923092	4913	0.012411
203.842247	5160	0.017073
84.619942	6123	0.003130
106.628818	5840	0.012241
45.826564	5510	0.008094
90.250146	5225	0.014171
27.117786	5637	0.004125
174.715223	4647	0.014507
222.789013	4815	0.012922
23.959390	5917	0.004112
64.439455	5814	0.006293
85.476403	5411	0.001765
41.036760	5013	0.010949
112.809563	4798	0.008389
96.030264	5928	0.010187
40.776571	5914	0.005785
92.289095	4694	0.011804
32.015460	6020	0.003298
62.781548	5076	0.006272
40.453092	5103	0.006715
15.567654	6095	0.000454
108.405671	4602	0.013147
73.458501	4883	0.005313
75.404477	5404	0.010586
17.435087	6185	0.001169
89.897633	5645	0.012357
166.665540	5426	0.013167
59.736773	4362	0.026834
20.187808	5777	0.000596
103.058570	5673	0.009303
75.597118	4543	0.006685
81.887539	5626	0.009742
41.837624	6391	0.001680
239.599945	4339	0.014943
9.230045	6280	0.000901
50.793685	4366	0.005925
62.391227	5145	0.008859
16.887091	5848	0.002426
32.573900	6077	0.002688
134.135296	5843	0.016010
44.630128	5835	0.007474
22.694863	6029	0.004940
37.969276	6373	0.000208
127.977293	5393	0.012186
28.465083	5519	0.006940
120.795929	4485	0.014652
70.342476	4677	0.003485
47.042184	5417	0.005917
26.890675	4105	0.018907
100.430993	5597	0.002580
77.597000	5715	0.016758
36.589343	6228	0.001537
120.563168	5320	0.013250
110.018213	4352	0.005276
90.716191	5392	0.011498
25.512599	6183	0.002352
24.196512	6116	0.001200
131.969836	5029	0.015740
36.251713	5108	0.009225
57.350252	5236	0.008247
117.534859	5445	0.008762
54.216822	5127	0.008980
85.456770	5041	0.005913
42.787765	6068	0.006740
23.874707	6041	0.000918
26.248021	5198	0.001964
15.365433	6057	0.000316
35.465799	4709	0.004240
34.326263	6073	0.000253
63.732902	5668	0.013064
143.495067	5427	0.014984
140.400030	5908	0.018330
28.654294	6218	0.002922
74.887091	5722	0.007954
43.207004	5291	0.010120
183.614791	5232	0.014929
101.821246	5222	0.011579
120.744447	5050	0.010956
41.103631	5379	0.006209
84.700120	5985	0.012274
70.085444	5280	0.014179
31.469689	5578	0.004857
71.740941	5815	0.011314
74.359143	5595	0.011127
92.481065	5158	0.012715
42.528819	5970	0.003547
128.827182	4974	0.010421
109.909103	5598	0.007624
24.001478	5486	0.002982
51.359937	5880	0.000441
58.171941	5770	0.002701
90.720430	5796	0.010859
144.692545	5288	0.010834
52.386494	5847	0.008589
171.197102	6060	0.006947
30.561288	6022	0.007803
69.187196	5566	0.011482
31.180223	6026	0.004327
92.268975	5167	0.005954
60.000757	5569	0.004291
126.257685	4889	0.013020
73.025191	5538	0.009961
172.372313	4849	0.012044
10.681294	6089	0.000549
167.584067	5417	0.014638
86.203011	5930	0.012038
26.730882	6001	0.002110
70.380512	5456	0.013780
58.388536	5909	0.011304
65.638771	5945	0.009280
16.447363	5845	0.004447
52.058603	5043	0.007355
84.497230	6341	0.013271
30.887781	5212	0.007896
67.575811	4587	0.008718
137.082394	4704	0.005986
172.724376	5447	0.017179
22.631667	6096	0.002992
17.160563	6212	0.002641
77.639370	5673	0.006702
54.197075	5285	0.010561
16.269393	5261	0.007985
87.722802	5448	0.013106
37.918166	5744	0.007153
161.350620	4819	0.010711
128.181003	5792	0.017038
180.396459	5501	0.015329
43.777549	5952	0.005700
71.379928	6127	0.007301
27.074124	5751	0.007592
27.877253	5411	0.011984
25.347915	5507	0.007469
58.405933	5329	0.005029
91.171192	5400	0.006348
132.604779	5606	0.016892
102.761867	4899	0.012352
8.233030	6167	0.001266
47.747310	5809	0.004461
59.129452	5081	0.014333
6.664074	6138	0.000512
63.378442	5221	0.011487
190.732035	4758	0.009607
96.399161	5869	0.012968
88.266136	5690	0.015527
24.508389	5485	0.003257
26.307118	5988	0.001242
24.249569	6164	0.003449
142.086658	5416	0.014122
32.292334	6066	0.006520
21.807877	5679	0.008136
248.585873	5270	0.023052
18.022321	6082	0.001299
49.683175	5057	0.006479
99.812130	4842	0.013339
159.710895	4807	0.012264
37.702961	6065	0.007405
61.032689	5293	0.010272
46.877211	5499	0.002927
114.773574	4655	0.010927
44.925979	5492	0.010133
10.823726	6242	0.000534
77.160488	4761	0.003869
50.172194	5931	0.008209
81.005682	5769	0.002852
103.156743	4532	0.010049
90.220302	5385	0.018121
31.637327	4930	0.007518
39.810961	6287	0.000337
58.483085	5617	0.014683
75.437898	5689	0.011844
29.817045	6116	0.005586
39.916049	5362	0.008954
149.576495	4431	0.008068
44.477343	6030	0.003796
44.677522	5810	0.005560
12.798791	6010	0.000842
86.977610	5975	0.007311
134.506955	5904	0.012913
11.539066	6244	0.001463
75.929052	5034	0.011828
42.545731	5241	0.011978
34.239962	5899	0.003388
107.304447	5509	0.014504
9.041832	6018	0.001151
53.695810	5050	0.003757
31.511356	5907	0.000826
50.373688	5535	0.008204
62.344439	5157	0.011808
229.996110	4897	0.014425
101.251774	5681	0.015650
27.371938	5559	0.007530
182.912583	5481	0.013522
100.241193	5418	0.012632
75.233722	4660	0.007367
66.133463	5098	0.005720
105.902191	5069	0.015948
6.247807	6214	0.000390
50.616797	5191	0.008905
21.838958	5695	0.006991
199.471660	4965	0.012983
69.480167	5640	0.010727
231.976588	6022	0.001098
43.837771	6061	0.004258
102.022003	5854	0.017937
78.694888	5999	0.006508
39.783153	4634	0.003719
31.519587	5412	0.005173
83.357194	5832	0.008675
207.123731	5966	0.014542
40.471500	4424	0.009685
74.317017	6141	0.008172
59.733911	5745	0.011661
112.600394	5523	0.009558
97.650409	5715	0.007819
41.395999	5475	0.006384
69.772732	5477	0.013997
58.655331	5462	0.006899
10.459837	5742	0.001050
459.423361	4361	0.017018
107.759411	5925	0.012350
57.358864	5091	0.009555
82.477673	5924	0.009347
50.399318	5983	0.006223
30.307235	6133	0.007542
43.729644	5031	0.008039
21.423428	5628	0.008252
115.052155	5858	0.018585
100.903216	6006	0.009680
52.256793	5941	0.006358
358.600881	6137	0.000768
33.257119	5475	0.005072
37.844179	5838	0.005110
35.079892	5144	0.002675
14.423544	5997	0.000357
41.959058	5364	0.007910
75.673640	4642	0.003398
94.347879	5292	0.010691
64.272775	5785	0.003741
38.972137	5298	0.009589
103.802909	5165	0.010819
28.297713	6070	0.001878
52.395051	5335	0.002109
49.511414	5494	0.010052
132.683273	4984	0.014070
70.653265	5560	0.011645
16.163130	6102	0.000792
15.310014	6052	0.000353
76.832855	4375	0.032182
57.943253	5874	0.004534
233.973252	5194	0.004922
32.955354	4315	0.001316
62.755187	5591	0.008536
68.883800	4998	0.010596
159.937888	5046	0.013248
84.285231	4832	0.008921
199.553790	5131	0.012225
304.237539	5249	0.015870
21.150163	5690	0.003629
117.679514	6088	0.001415
259.829758	4934	0.014420
21.951423	6011	0.002036
23.567339	6180	0.001732
48.192112	6093	0.005893
16.417565	6222	0.001308
390.962135	4896	0.017971
124.623164	5678	0.008787
117.774808	5378	0.013834
29.689566	5401	0.008177
42.873106	5997	0.005874
36.289043	6288	0.000343
52.613540	4900	0.007346
12.578527	6191	0.000586
17.326876	6125	0.001874
78.421807	5989	0.000489
68.146234	5184	0.007548
172.939903	5679	0.007957
45.760225	5555	0.012176
49.385967	5520	0.005813
141.755771	5390	0.012091
269.012948	4345	0.014100
79.178278	5197	0.012021
21.862969	6075	0.001720
73.189955	5291	0.011730
54.820006	5338	0.009942
67.264195	6084	0.006971
16.743114	6117	0.002566
245.460734	4848	0.015287
15.121534	6168	0.001969
78.926513	5109	0.010854
33.525991	5522	0.002706
5.977396	6137	0.000470
11.766866	5929	0.001358
44.670729	4168	0.025297
74.279328	5898	0.018913
20.651084	6321	0.001533
78.687756	4815	0.010944
255.658189	5328	0.013659
14.540907	6222	0.001486
108.343357	5884	0.003093
67.580105	5446	0.008329
211.328463	5112	0.009759
18.100388	6111	0.001950
63.899767	5566	0.010321
23.990989	4738	0.008008
134.079230	5686	0.020983
149.241148	5606	0.021016
57.551947	5657	0.008752
124.819688	5403	0.013900
41.131823	5788	0.007667
144.097034	5760	0.015365
518.795504	5747	0.024606
13.496454	6073	0.000440
189.309505	5362	0.016860
58.550708	5149	0.009106
7.447129	6052	0.000731
59.650251	4626	0.005334
75.979320	5793	0.002526
432.115181	4494	0.013974
37.227435	5856	0.004141
194.999814	5540	0.001794
53.053537	5647	0.008175
93.604168	5254	0.013188
43.691071	4943	0.006679
17.268380	5975	0.003463
49.058626	4635	0.010802
118.512741	5684	0.010766
27.545355	6112	0.006016
380.377019	5098	0.005042
56.572223	5453	0.008650
13.700752	6043	0.001624
60.165504	6094	0.011310
63.703528	5083	0.009624
32.148077	5490	0.002331
43.400819	5480	0.004168
60.025303	5029	0.009454
53.136408	5924	0.009571
9.267131	6245	0.001247
84.094679	5284	0.031578
23.148695	5659	0.003858
132.676620	5050	0.006776
51.798443	5520	0.008894
30.514956	5665	0.007844
29.230415	6122	0.003818
103.621746	5033	0.012081
49.651058	5760	0.004186
150.261530	5142	0.012506
138.759473	5883	0.014986
151.094764	5337	0.014803
18.456960	6067	0.001920
110.034454	5731	0.015101
35.518577	5383	0.006162
58.579533	5795	0.010055
87.089069	5065	0.012174
44.235634	5648	0.004953
42.056204	5058	0.002269
47.866948	5569	0.008866
65.657434	5701	0.011604
70.343676	3808	0.009298
32.375453	5365	0.008628
128.146251	4355	0.014635
187.647888	5069	0.012028
113.955408	5456	0.014929
49.563635	5395	0.004335
16.546399	6060	0.000989
14.528496	6125	0.001865
216.107239	4362	0.013369
99.540821	5149	0.011036
90.046297	5694	0.011887
85.337733	5007	0.007759
54.023390	5433	0.008964
124.564261	5591	0.012065
89.443003	5662	0.015921
84.849216	5317	0.010340
59.639527	5905	0.011456
140.809695	5696	0.013388
42.172710	5572	0.010412
138.456525	5111	0.011706
17.666806	6053	0.002827
